temps d'aller retour en microsecondes pour une distance de 1m66 entre la table et le plafond
9764
9761
9711
9737
9738
9737
9764
9761
9684
9788
9734
9688
9717
9767
9657
9720
9768
9821
9678
9773
9681
9747
9747
9774
9676
9748
9723
9770
9634
9747
9768
9667
9771
9767
9664
9697
9718
9739
9685
9688
9738
9711
9714
9711
9714
9711
9765
9684
9690
9710
9690
9711
9693
9761
9636
9720
9821
9630
9720
9846
9557
9771
9690
9696
9716
9672
9789
9616
9740
9658
9717
9787
9714
9738
9687
9713
9708
9690
9711
9715
9711
9711
9670
9815
9589
9717
9717
9767
9685
9747
9822
9556
9797
9690
9696
9743
9719
9771
9741
9670
9711
9663
9764
9633
9741
9762
9657
9714
9711
9714
9762
9637
9765
9659
9694
9768
9659
9720
9798
9605
9744
9690
9693
9720
9768
9642
9715
9737
9711
9715
9839
9583
9741
9708
9660
9714
9735
9634
9740
9660
9710
9720
9814
9589
9717
9684
9797
9603
9821
9589
9720
9717
9716
9737
9687
9761
9713
9737
9683
9715
9710
9713
9687
9740
9737
9686
9741
9684
9690
9710
9734
9761
9648
9796
9708
9672
9797
9633
9773
9790
9639
9748
9689
9699
9770
9693
9746
9717
9696
9714
9687
9740
9737
9714
9738
9713
9687
9738
9687
9714
9740
9687
9690
9764
9713
9713
9765
9737
9740
9737
9687
9742
9762
9685
9746
9771
9764
9661
9720
9821
9631
9747
9798
9655
9798
9658
9747
9747
9794
9768
9718
9797
9661
9720
9771
9771
9774
9678
9747
9726
9700
9767
9670
9744
9717
9720
9744
9717
9747
9794
9642
9741
9735
9714
9789
9659
9715
9789
9711
9739
9709
9688
9711
9738
9712
9738
9764
9813
9634
9765
9735
9714
9789
9685
9765
9684
9714
9789
9685
9712
9765
9685
9715
9741
9789
9736
9714
9789
9641
9744
9742
9761
9724
9768
9660
9748
9795
9637
9771
9705
9724
9795
9637
9747
9744
9717
9717
9693
9744
9691
9714
9687
9765
9681
9714
9709
9714
9737
9660
9740
9708
9690
9762
9666
9789
9710
9714
9711
9738
9637
9744
9705
9670
9768
9634
9697
9768
9666
9720
9690
9714
9762
9711
9738
9710
9714
9708
9688
9738
9709
9687
9762
9714
9786
9634
9738
9762
9711
9762
9684
9686
9812
9613
9742
9681
9721
9699
9673
9820
9607
9721
9792
9664
9746
9845
9536
9765
9625
9741
9839
9551
9764
9812
9633
9765
9655
9714
9788
9604
9715
9759
9682
9715
9712
9812
9634
9744
9700
9670
9747
9649
9795
9791
9631
9694
9819
9586
9765
9676
9688
9789
9629
9714
9812
9655
9688
9761
9631
9739
9815
9601
9765
9700
9691
9717
9672
9747
9723
9674
9747
9676
9747
9677
9748
9772
9795
9605
9771
9682
9747
9727
9700
9720
9696
9720
9696
9717
9721
9668
9814
9703
9714
9744
9646
9792
9599
9766
9656
9694
9774
9673
9697
9726
9697
9723
9729
9676
9774
9605
9764
9661
9714
9813
9681
9714
9839
9580
9765
9652
9741
9676
9691
9788
9625
9740
9653
9714
9685
9691
9798
9654
9720
9705
9750
9679
9774
9726
9795
9631
9747
9682
9690
9815
9583
9765
9652
9739
9786
9655
9738
9815
9652
9741
9744
9672
9717
9744
9648
9768
9628
9720
9702
9720
9700
9700
9723
9706
9723
9750
9703
9724
9750
9652
9742
9674
9691
9766
9700
9691
9816
9573
9739
9652
9765
9626
9714
9703
9749
9647
9748
9724
9723
9672
9723
9872
9554
9745
9709
9720
9791
9587
9739
9652
9740
9625
9741
9675
9690
9815
9652
9741
9723
9694
9743
9699
9712
9712
9815
9558
9795
9676
9694
9799
9622
9770
9658
9747
9730
9649
9768
9625
9741
9699
9718
9744
9697
9694
9743
9669
9717
9697
9693
9745
9669
9741
9744
9657
9768
9628
9721
9700
9726
9702
9700
9703
9749
9655
9690
9815
9601
9741
9673
9715
9816
9599
9712
9786
9680
9661
9788
9652
9714
9679
9717
9681
9745
9675
9774
9625
9748
9656
9697
9792
9578
9765
9673
9691
9768
9596
9715
9673
9691
9718
9644
9772
9671
9700
9720
9679
9720
9771
9703
9695
9773
9774
9750
9724
9723
9724
9673
9765
9741
9718
9691
9765
9670
9741
9718
9742
9694
9691
9790
9649
9715
9741
9717
9717
9741
9718
9717
9717
9693
9714
9764
9670
9747
9721
9671
9747
9670
9771
9670
9745
9772
9673
9747
9723
9698
9724
9822
9700
9697
9741
9694
9692
9741
9717
9715
9718
9741
9670
9715
9765
9670
9714
9741
9718
9742
9668
9715
9691
9765
9673
9721
9697
9721
9697
9795
9670
9771
9673
9771
9747
9697
9747
9724
9747
9676
9721
9723
9741
9693
9717
9741
9690
9741
9694
9691
9717
9694
9714
9741
9694
9740
9646
9765
9628
9745
9623
9771
9670
9697
9724
9697
9747
9797
9578
9738
9650
9688
9789
9599
9739
9650
9688
9762
9676
9688
9813
9581
9768
9649
9695
9698
9697
9795
9679
9697
9771
9629
9720
9788
9655
9714
9762
9675
9714
9762
9673
9687
9813
9648
9714
9789
9696
9690
9789
9598
9713
9740
9699
9744
9628
9744
9673
9744
9652
9720
9795
9605
9744
9796
9602
9763
9762
9703
9736
9786
9646
9739
9738
9649
9713
9762
9624
9711
9738
9761
9785
9651
9735
9758
9633
9741
9764
9651
9741
9697
9718
9673
9792
9649
9770
9652
9770
9770
9628
9737
9786
9791
9608
9763
9672
9690
9788
9624
9714
9788
9624
9688
9759
9676
9662
9760
9678
9743
9649
9744
9697
9720
9818
9672
9794
9598
9768
9681
9670
9759
9630
9711
9785
9678
9713
9811
9628
9737
9784
9627
9713
9786
9627
9738
9788
9598
9738
9685
9741
9651
9719
9699
9770
9630
9746
9794
9631
9771
9654
9740
9649
9713
9787
9675
9690
9788
9791
9672
9741
9792
9621
9714
9764
9675
9690
9765
9696
9714
9762
9702
9734
9678
9744
9678
9718
9676
9693
9768
9633
9694
9767
9636
9764
9651
9740
9791
9628
9714
9791
9624
9740
9744
9666
9693
9716
9672
9711
9704
9692
9774
9621
9747
9723
9696
9771
9655
9697
9747
9679
9717
9768
9623
9717
9642
9740
9625
9791
9598
9741
9655
9720
9703
9718
9702
9697
9724
9703
9700
9703
9700
9703
9720
9696
9696
9720
9695
9669
9768
9598
9768
9623
9718
9671
9700
9671
9750
9620
9770
9684
9696
9798
9605
9741
9700
9666
9765
9627
9741
9652
9690
9816
9626
9741
9768
9648
9744
9679
9747
9649
9748
9724
9673
9722
9798
9626
9798
9655
9748
9706
9699
9727
9699
9717
9697
9694
9720
9720
9719
9697
9744
9648
9717
9788
9657
9714
9789
9634
9742
9705
9723
9676
9750
9652
9723
9730
9675
9749
9708
9699
9791
9631
9741
9652
9769
9625
9768
9702
9717
9842
9553
9768
9628
9767
9634
9720
9678
9696
9750
9649
9798
9601
9747
9661
9723
9788
9613
9741
9654
9717
9791
9815
9815
9580
9741
9681
9741
9652
9768
9678
9717
9792
9629
9768
9652
9765
9706
9723
9771
9705
9696
9703
9774
9626
9747
9660
9722
9729
9678
9749
9687
9717
9842
9663
9743
9654
9717
9705
9693
9818
9601
9767
9628
9768
9628
9718
9705
9673
9726
9699
9676
9775
9626
9798
9822
9679
9751
9753
9708
9750
9684
9750
9714
9747
9687
9717
9732
9661
9765
9658
9715
9763
9662
9764
9658
9738
9736
9661
9765
9628
9741
9679
9723
9702
9750
9702
9750
9705
9748
9703
9750
9684
9750
9687
9749
9795
9691
9747
9714
9723
9714
9741
